idx,Text,Score
551,A severe drought has caused significant damage to our crops and we need assistance to provide relief, natural_disasters
552,We need to evacuate our home due to an approaching tornado, natural_disasters
553,A flood has caused severe damage to our property and we need help to repair it, natural_disasters
554,We need help to transport a group of people stranded in a remote area due to a wildfire, natural_disasters
555,A snowstorm warning has been issued and we need to take necessary precautions to stay safe, natural_disasters
556,A cyclone has caused significant damage to our community and we need help to rebuild it, natural_disasters
557,We need assistance to rescue a group of people stuck in a building due to a fire, natural_disasters
558,A severe thunderstorm has caused significant damage to our property and we need help to repair it, natural_disasters
559,We need help to clear the debris caused by a tornado, natural_disasters
560,A tsunami has caused widespread destruction and we need urgent help to rescue survivors, natural_disasters
561,We need to evacuate our home due to an approaching hurricane, natural_disasters
562,A volcanic eruption has caused significant damage to our property and we need help to repair it, natural_disasters
563,We need assistance to transport a group of people stuck on a mountain due to an avalanche, natural_disasters
564,A severe thunderstorm has caused severe flooding and we need help to rescue those trapped, natural_disasters
565,We need to evacuate our home due to an approaching cyclone, natural_disasters
566,A wildfire has caused severe damage to our crops and we need assistance to provide relief, natural_disasters
567,We need help to transport a group of people stranded in a remote area due to a hurricane, natural_disasters
568,A drought has caused significant damage to our property and we need help to rebuild it, natural_disasters
569,We need assistance to rescue a group of people stuck in a car due to a flash flood, natural_disasters
570,A tornado has caused severe damage to our community and we need help to rebuild it, natural_disasters
571,We need to evacuate our home due to an approaching tsunami, natural_disasters
572,A landslide has blocked a major road and we need help to clear it, natural_disasters
573,A severe snowstorm has caused significant damage to our property and we need help to repair it, natural_disasters
574,We need assistance to rescue a group of people stranded in a boat due to a storm, natural_disasters
575,A hurricane has caused significant damage to our infrastructure and we need help to rebuild it, natural_disasters
576,We need to evacuate our home due to an approaching cyclonic storm, natural_disasters
577,A wildfire has caused severe damage to our wildlife and natural habitat and we need help to rehabilitate it, natural_disasters
578,We need assistance to transport a group of people stranded on an island due to a storm, natural_disasters
579,A severe thunderstorm has caused significant damage to our crops and we need assistance to provide relief, natural_disasters
580,We need help to clear the roads blocked by fallen trees caused by a hurricane, natural_disasters
581,A flash flood has caused severe damage to our property and we need help to repair it, natural_disasters
582,We need to evacuate our home due to an approaching volcanic eruption, natural_disasters
583,A severe drought has caused severe water shortage and we need assistance to provide relief, natural_disasters
584,We need assistance to rescue a group of people stranded on a mountain due to a thunderstorm, natural_disasters
585,A cyclonic storm has caused significant damage to our property and we need help to rebuild it, natural_disasters
586,We need help to transport a group of people stuck on a river due to a flood, natural_disasters
587,A severe thunderstorm has caused severe hailstorm and we need help to repair the damages, natural_disasters
588,We need to evacuate our home due to an approaching earthquake, natural_disasters
589,A wildfire has caused severe damage to our forests and we need help to reforest it, natural_disasters
590,We need assistance to rescue a group of people stuck in a lift due to a power outage, natural_disasters
591,A tornado has caused significant damage to our infrastructure and we need help to rebuild it, natural_disasters
592,We need help to clear the roads blocked by landslides caused by heavy rainfall, natural_disasters
593,A flash flood has caused significant damage to our farmlands and we need help to repair it, natural_disasters
594,We need to evacuate our home due to an approaching blizzard, natural_disasters
595,A cyclone has caused significant damage to our communication network and we need help to repair it, natural_disasters
596,We need assistance to rescue a group of people stuck in a stranded boat due to a high tide, natural_disasters
597,A severe thunderstorm has caused significant damage to our electrical infrastructure and we need help to repair it, natural_disasters
598,We need help to clear the debris caused by a severe earthquake, natural_disasters
599,A hurricane has caused significant damage to our coastal infrastructure and we need help to rebuild it, natural_disasters
600,We need assistance to transport a group of people stranded on a highway due to a snowstorm, natural_disasters
601,A severe drought has caused severe damage to our livestock and we need assistance to provide relief, natural_disasters
602,Help there's been a natural disaster!, natural_disasters
603,We need assistance there's been a flood!, natural_disasters
604,I need help there's been an earthquake!, natural_disasters
605,There's been a hurricane please send help!, natural_disasters
606,Please send assistance there's been a tornado!, natural_disasters
607,We need help there's been a wildfire!, natural_disasters
608,We're trapped we need assistance!, natural_disasters
609,We need help there's been a volcanic eruption!, natural_disasters
610,Can someone please call for help there's been a landslide!, natural_disasters
611,We're in danger please send assistance!, natural_disasters
612,We need help there's been a blizzard!, natural_disasters
613,I'm injured please send medical assistance!, natural_disasters
614,We need help there's been a mudslide!, natural_disasters
615,We need assistance there's been a drought!, natural_disasters
616,We're in trouble there's been a hailstorm!, natural_disasters
617,We need help there's been a heat wave!, natural_disasters
618,We're stranded we need assistance!, natural_disasters
619,Can someone please call for help there's been a tsunami!, natural_disasters
620,We need help there's been a snowstorm!, natural_disasters
621,Please send assistance there's been a cyclone!, natural_disasters
622,We need help there's been a typhoon!, natural_disasters
623,We're in trouble there's been a blizzard!, natural_disasters
624,We need help there's been a flash flood!, natural_disasters
625,We're in danger there's been a forest fire!, natural_disasters
626,We need assistance there's been a thunderstorm!, natural_disasters
627,We need help there's been a hailstorm!, natural_disasters
628,We're trapped please send help!, natural_disasters
629,We need assistance there's been a landslide!, natural_disasters
630,Can someone please call for help there's been a volcanic eruption!, natural_disasters
631,We need help there's been a tornado!, natural_disasters
632,We're in trouble there's been a hurricane!, natural_disasters
633,We need assistance there's been a wildfire!, natural_disasters
634,Please send help there's been an earthquake!, natural_disasters
635,We need help there's been a flood!, natural_disasters
636,We're stranded there's been a snowstorm!, natural_disasters
637,We need assistance there's been a drought!, natural_disasters
638,We're in danger there's been a typhoon!, natural_disasters
639,We need help there's been a heat wave!, natural_disasters
640,We need assistance there's been a cyclone!, natural_disasters
641,Can someone please call for help there's been a tsunami!, natural_disasters
642,We're trapped there's been a mudslide!, natural_disasters
643,We need help there's been a blizzard!, natural_disasters
644,We're in trouble there's been a flash flood!, natural_disasters
645,Please send assistance there's been a forest fire!, natural_disasters
646,We need help there's been a hailstorm!, natural_disasters
647,We're in danger there's been a thunderstorm!, natural_disasters
648,We need assistance there's been a volcanic eruption!, natural_disasters
649,We need help there's been a tornado!, natural_disasters
650,We're stranded there's been a flood!, natural_disasters
651,We need help there's been a hurricane!, natural_disasters
652,Hello I would like to report a lost person, lost_man
653,There's been a person missing for several hours can you help, lost_man
654,I'm worried about my friend who went missing in the park earlier today, lost_man
655,We were hiking and one of our group members got separated from us we can't find him, lost_man
656,parent and I can't locate my child please help me, lost_man
657,I found a lost child wandering around in the neighborhood can you assist, lost_man
658,I'm on a camping trip and I lost my way please help me get back to safety, lost_man
659,I saw a person wandering around aimlessly and looking confused can you check on them, lost_man
660,I'm concerned about my elderly neighbor who hasn't been seen for a while, lost_man
661,park ranger and I've noticed a hiker who hasn't returned can you help locate them, lost_man
662,We went on a picnic and my partner has gone missing, lost_man
663,caretaker for a special needs individual who has wandered away from home can you help find them, lost_man
664,We were on a boat trip and my friend fell overboard we can't locate him, lost_man
665,teacher and one of my students is missing can you help locate them, lost_man
666,I'm on a road trip and I lost my way can you guide me back to safety, lost_man
667,security guard and I noticed someone suspiciously wandering around the building can you investigate, lost_man
668,hiker and I lost my trail can you help me get back to my starting point, lost_man
669,caretaker for a patient who has gone missing from the hospital can you help find them, lost_man
670,business owner and I noticed someone on my property who looks lost can you assist them, lost_man
671,resident in the neighborhood and I noticed an elderly person wandering around aimlessly can you help them, lost_man
672,delivery driver and I found a lost child on the side of the road can you help, lost_man
673,pet owner and my dog ran away can you help me find him, lost_man
674,jogger and I found a lost phone can you help find the owner, lost_man
675,store owner and an elderly person came in looking lost and confused can you assist them, lost_man
676,parent and my child didn't come home from school can you help locate them, lost_man
677,hotel staff member and a guest has been missing for a few hours can you help locate them, lost_man
678,maintenance worker and I found a lost wallet can you help return it to the owner, lost_man
679,volunteer at a community event and one of the attendees has gone missing can you help find them, lost_man
680,lifeguard and I can't locate one of the swimmers in the water can you help find them, lost_man
681,public transportation operator and a passenger has gone missing can you help locate them, lost_man
682,tour guide and one of my tourists has gone missing can you help locate them, lost_man
683,worker at a construction site and a worker has gone missing can you help locate them, lost_man
684,caregiver and my patient has gone missing can you help locate them, lost_man
685,student and I can't find my friend who went missing after class can you help locate them, lost_man
686,driver and I saw a pedestrian who looked lost can you assist them, lost_man
687,security personnel and I noticed an unattended bag in a public area can you investigate, lost_man
688,neighbor and I noticed someone suspiciously wandering around in the area can you investigate, lost_man
689,traveler and I can't locate my luggage can you help me find it, lost_man
690,construction worker and one of our team members has gone missing can you help locate them, lost_man
691,park visitor and I saw a child wandering around alone can you help locate their parent or guardian, lost_man
692,librarian and a visitor is lost in the library can you help find them, lost_man
693,volunteer at a music festival and one of the attendees has gone missing can you help locate them, lost_man
694,hotel staff member and a guest has been missing for over 24 hours can you help locate them, lost_man
695,maintenance worker and I found a lost ID card can you help return it to the owner, lost_man
696,parent and my child with special needs is lost can you help locate them, lost_man
697,security guard and I noticed someone acting suspiciously in the parking lot can you investigate, lost_man
698,hiker and one of my group members got lost on the trail can you help locate them, lost_man
699,caregiver and my elderly patient with Alzheimer's is missing can you help locate them, lost_man
700,bus driver and one of my passengers has gone missing can you help locate them, lost_man
701,shopper and I found a lost purse can you help return it to the owner, lost_man
702,volunteer at a marathon and one of the runners has gone missing can you help locate them, lost_man
703,museum employee and a visitor is lost in the museum can you help find them, lost_man
704,pet owner and my cat is missing can you help locate them, lost_man
705,restaurant employee and a customer has been missing for a while can you help locate them, lost_man
706,student and I can't find my roommate can you help locate them, lost_man
707,performer and a member of the backstage crew is missing can you help locate them, lost_man
708,taxi driver and one of my passengers has gone missing can you help locate them, lost_man
709,volunteer at a fair and one of the vendors has gone missing can you help locate them, lost_man
710,warehouse employee and a colleague is missing can you help locate them, lost_man
711,fisherman and one of my crew members is missing can you help locate them, lost_man
712,tour guide and one of my tourists is lost in a foreign country can you help locate them, lost_man
713,caregiver and my patient with dementia has gone missing can you help locate them, lost_man
714,truck driver and one of my coworkers is missing can you help locate them, lost_man
715,camp counselor and one of the campers is missing can you help locate them, lost_man
716,zookeeper and one of the animals has escaped can you help locate them, lost_man
717,beachgoer and I saw a lost child near the water can you help locate their parents, lost_man
718,park ranger and a visitor is lost in the park can you help find them, lost_man
719,store employee and a customer's child is lost in the store can you help locate them, lost_man
720,farmer and one of my workers is missing can you help locate them, lost_man
721,warehouse supervisor and a truck driver is missing can you help locate them, lost_man
722,hotel guest and my friend is lost in the hotel can you help locate them, lost_man
723,construction supervisor and a worker is missing can you help locate them, lost_man
724,teacher and one of my students is missing can you help locate them, lost_man
725,volunteer at a community center and a member is missing can you help locate them, lost_man
726,parent and my child is lost in a crowded area can you help locate them, lost_man
727,park visitor and I saw a lost elderly person can you help locate their family, lost_man
728,pet owner and my dog ran away during a walk can you help locate them, lost_man
729,shopper and I saw a lost child wandering around the mall can you help locate their parents, lost_man
730,volunteer at a shelter and one of the animals is missing can you help locate them, lost_man
731,driver and I saw a lost person on the side of the road can you help locate them, lost_man
732,flight attendant and a passenger is missing from the flight can you help locate them, lost_man
733,volunteer at a senior center and one of the seniors is missing can you help locate them, lost_man
734,hotel employee and a guest has been missing for several hours can you help locate them, lost_man
735,parent and my child with autism is lost can you help locate them, lost_man
736,worker at a construction site and a colleague is missing can you help locate them, lost_man
737,park visitor and I found a lost child can you help locate their parents, lost_man
738,volunteer at a hospital and a patient is missing can you help locate them, lost_man
739,caregiver and my patient with a mental health condition has gone missing can you help locate them, lost_man
740,pet owner and my bird is missing can you help locate them, lost_man
741,volunteer at a soup kitchen and one of the guests is missing can you help locate them, lost_man
742,park ranger and a hiker is lost on the trail can you help locate them, lost_man
743,retail employee and a customer is missing in the store can you help locate them, lost_man
744,volunteer at a library and a visitor is lost in the library can you help find them, lost_man
745,volunteer at a shelter and a staff member is missing can you help locate them, lost_man
746,student and my classmate is missing can you help locate them, lost_man
747,bus driver and a passenger has been missing since the last stop can you help locate them, lost_man
748,park visitor and I found a lost dog can you help locate their owner, lost_man
749,worker at a factory and a coworker is missing can you help locate them, lost_man
750,volunteer at a charity event and a volunteer is missing can you help locate them, lost_man
751,parent and my toddler is lost in a busy area can you help locate them, lost_man
752,I don't know where I am., lost_man
753,I got lost and can't find my way back., lost_man
754,I'm lost and don't know how to get back to my hotel., lost_man
755,I think I'm lost in this park., lost_man
756,I can't find my friends and I'm lost., lost_man
757,I'm lost and my phone battery is dead., lost_man
758,I went hiking and got lost on the trail., lost_man
759,I'm lost and I need help finding the train station., lost_man
760,I'm lost and I don't speak the local language., lost_man
761,I'm lost in this maze of streets., lost_man
762,Can you help me find my way back to the museum?, lost_man
763,I think I took the wrong turn and now I'm lost., lost_man
764,I'm lost and I don't have a map., lost_man
765,I'm lost and I'm getting anxious., lost_man
766,I'm lost and I need help finding my car., lost_man
767,I don't know how to get back to the city center and I'm lost., lost_man
768,I'm lost in this unfamiliar neighborhood., lost_man
769,Can you help me find my way to the nearest hotel?, lost_man
770,I'm lost and I'm afraid I won't find my way back., lost_man
771,I don't remember how I got here and now I'm lost., lost_man
772,I'm lost and I need help finding the nearest bus stop., lost_man
773,Can you give me directions to the nearest subway station?, lost_man
774,I got off at the wrong stop and now I'm lost., lost_man
775,I'm lost and I can't read the signs., lost_man
776,I'm lost and I need to find my way to the airport., lost_man
777,I'm lost and I don't know how to get to the stadium., lost_man
778,I'm lost and I don't have any money for a taxi., lost_man
779,I'm lost and I need to find a police station., lost_man
780,Can you help me find my way to the hospital?, lost_man
781,I'm lost and I'm running out of time., lost_man
782,I'm lost and I'm getting cold and tired., lost_man
783,I'm lost and I need to find my way to the embassy., lost_man
784,I'm lost and I'm afraid of getting robbed., lost_man
785,I'm lost and I don't know how to get to the concert hall., lost_man
786,Can you help me find my way to the university?, lost_man
787,I'm lost and I need to find the nearest restaurant., lost_man
788,I'm lost and I need to find a restroom., lost_man
789,I'm lost and I don't have any identification., lost_man
790,Can you help me find my way to the train station?, lost_man
791,I'm lost and I need to find the nearest pharmacy., lost_man
792,I'm lost and I need to find my way to the convention center., lost_man
793,I'm lost and I'm starting to panic., lost_man
794,I'm lost and I need to find the nearest ATM., lost_man
795,Can you give me directions to the nearest gas station?, lost_man
796,I'm lost and I don't have any water., lost_man
797,I'm lost and I don't know how to get back to my campsite., lost_man
798,I'm lost and I need to find the nearest store., lost_man
799,I'm lost and I'm getting hungry., lost_man
800,I'm lost and I don't know how to get back to my boat., lost_man
801,Can you help me find my way to the embassy?, lost_man
802,Passenger's flight is delayed provide update, airport_emergencies
803,Passenger has missed their fligh, airport_emergencies
804,Passenger's luggage is damage, airport_emergencies
805,Passenger has lost their passpor, airport_emergencies
806,Passenger is stranded at the airpor, airport_emergencies
807,Passenger needs information on connecting flight, airport_emergencies
808,Passenger needs assistance with visa requirements provide informatio, airport_emergencies
809,Passenger needs help with customs clearanc, airport_emergencies
810,Passenger has a medical emergency provide urgent assistanc, airport_emergencies
811,Passenger needs help with immigratio, airport_emergencies
812,Passenger needs information on airport facilitie, airport_emergencies
813,Passenger needs help with rental ca, airport_emergencies
814,Passenger needs help with public transportatio, airport_emergencies
815,Passenger needs assistance with pet transportatio, airport_emergencies
816,Passenger needs help with a lost ite, airport_emergencies
817,Passenger has a complaint about airport service, airport_emergencies
818,Passenger needs help with a rental car acciden, airport_emergencies
819,Passenger has an issue with their boarding pas, airport_emergencies
820,Passenger needs help with their online check-i, airport_emergencies
821,Passenger has a concern about airport securit, airport_emergencies
822,Passenger needs help with their carry-on luggag, airport_emergencies
823,Passenger has a question about airport parkin, airport_emergencies
824,Passenger needs help with their pre-booked service, airport_emergencies
825,Passenger has a complaint about the airport staf, airport_emergencies
826,needs information on airport regulation, airport_emergencies
827,needs help with their baggage check-i, airport_emergencies
828,has a question about their itinerar, airport_emergencies
829,needs help with their duty-free purchas, airport_emergencies
830,has a concern about their flight statu, airport_emergencies
831,needs help with their in-flight entertainmen, airport_emergencies
832,has a complaint about their airline's customer servic, airport_emergencies
833,needs assistance with their wheelchair renta, airport_emergencies
834,has a concern about their airline's safety recor, airport_emergencies
835,needs help with their flight cancellatio, airport_emergencies
836,has a question about their flight itinerar, airport_emergencies
837,needs help with their flight dela, airport_emergencies
838,has a concern about their connecting fligh, airport_emergencies
839,needs assistance with their infant trave, airport_emergencies
840,has a complaint about their baggage handlin, airport_emergencies
841,needs help with their travel insurance clai, airport_emergencies
842,has a concern about their flight's environmental impac, airport_emergencies
843,needs assistance with their pet travel documentatio, airport_emergencies
844,has a question about their flight's baggage allowanc, airport_emergencies
845,needs help with their flight rebookin, airport_emergencies
846,has a concern about their flight's caterin, airport_emergencies
847,needs assistance with their lost and found clai, airport_emergencies
848,has a complaint about their airline's baggage polic, airport_emergencies
849,needs help with their airport transfe, airport_emergencies
850,has a concern about their airport's accessibilit, airport_emergencies
851,needs assistance with their missed connecting flight provid, airport_emergencies
852,There's a fire in the airport please send the fire departmen, airport_emergencies
853,There's a bomb threat in the airport please send the bomb squa, airport_emergencies
854,There's a gas leak in the airport please send the gas compan, airport_emergencies
855,There's a suspicious package in the airport please send the bomb squa, airport_emergencies
856,There's a medical emergency in the airport please send medical assistanc, airport_emergencies
857,There's a security breach in the airport please send security personne, airport_emergencies
858,There's an unattended bag in the airport please send security personne, airport_emergencies
859,There's a passenger who needs wheelchair assistance please send assistanc, airport_emergencies
860,There's a passenger who needs language translation assistance please send assistanc, airport_emergencies
861,There's a passenger who needs hearing aid assistance please send assistanc, airport_emergencies
862,Passenger needs wheelchair assistance send hel, airport_emergencies
863,Passenger needs translation assistance send hel, airport_emergencies
864,Passenger needs medical assistance send hel, airport_emergencies
865,Passenger needs security assistance send hel, airport_emergencies
866,Passenger needs baggage assistance send hel, airport_emergencies
867,Passenger has lost luggage send assistanc, airport_emergencies
868,Passenger needs currency exchange assistance send hel, airport_emergencies
869,Passenger needs taxi assistance send hel, airport_emergencies
870,Passenger needs shuttle bus assistance send hel, airport_emergencies
871,Passenger needs hotel booking assistance send hel, airport_emergencies
872,Passenger needs travel insurance assistance send hel, airport_emergencies
873,Passenger needs directions send assistanc, airport_emergencies
874,Passenger needs a map send assistanc, airport_emergencies
875,Passenger needs medical appointment send medical hel, airport_emergencies
876,Passenger needs legal assistance send hel, airport_emergencies
877,There's been a collision between two planes please send emergency services immediatel, airport_emergencies
878,There's a fire in the terminal please send fire and rescue service, airport_emergencies
879,There's a suspicious package in the baggage area please send bomb squad immediatel, airport_emergencies
880,There's a passenger experiencing a heart attack please send medical assistance urgentl, airport_emergencies
881,There's a passenger experiencing a severe allergic reaction please send medical assistance immediatel, airport_emergencies
882,There's a fuel spill on the runway please send hazmat team urgentl, airport_emergencies
883,There's a passenger threatening to detonate an explosive please send law enforcement urgentl, airport_emergencies
884,There's a passenger showing signs of Ebola please send medical assistance immediatel, airport_emergencies
885,There's a passenger unconscious in the restroom please send medical assistance immediatel, airport_emergencies
886,There's a power outage in the terminal please send electricians urgentl, airport_emergencies
887,water leak in the terminal please send maintenance staff urgentl, airport_emergencies
888,passenger who has fallen down the escalator please send medical assistance immediatel, airport_emergencies
889,passenger trapped in the elevator please send maintenance staff urgentl, airport_emergencies
890,passenger who has lost consciousness at the boarding gate please send medical assistance immediatel, airport_emergencies
891,passenger experiencing a severe panic attack please send medical assistance immediatel, airport_emergencies
892,passenger who has been injured by falling baggage please send medical assistance urgentl, airport_emergencies
893,passenger experiencing a severe asthma attack please send medical assistance immediatel, airport_emergencies
894,passenger who has become trapped in the jet bridge please send maintenance staff urgentl, airport_emergencies
895,passenger who has been bitten by a venomous snake please send medical assistance immediatel, airport_emergencies
896,passenger who has been hit by a luggage cart please send medical assistance urgentl, airport_emergencies
897,Excuse me I think I lost my passport., airport_emergencies
898,Can you help me find my gate? I'm running late for my flight., airport_emergencies
899,I can't find my luggage can you help me?, airport_emergencies
900,I need medical assistance I'm feeling dizzy., airport_emergencies
901,There's been a delay with my flight can you help me reschedule my connecting flight?, airport_emergencies
902,My flight got cancelled what can I do?, airport_emergencies
903,I missed my flight what should I do now?, airport_emergencies
904,I need to change my ticket to an earlier flight can you help me with that?, airport_emergencies
905,My luggage got damaged can you help me with that?, airport_emergencies
906,I need to store my luggage somewhere can you tell me where to go?, airport_emergencies
907,I think I left something on the plane can you help me find it?, airport_emergencies
908,Can you help me find a hotel nearby my flight got cancelled?, airport_emergencies
909,I need to make an international call where can I do that?, airport_emergencies
910,I need to book a rental car can you help me with that?, airport_emergencies
911,My flight got delayed and I'm traveling with a minor can you help me with accommodation?, airport_emergencies
912,My flight is overbooked can you help me find another flight?, airport_emergencies
913,I need to cancel my flight what is the process for that?, airport_emergencies
914,I lost my boarding pass can you help me with that?, airport_emergencies
915,Can you help me find a charging station for my phone?, airport_emergencies
916,I need to exchange currency where can I do that?, airport_emergencies
917,My luggage is overweight can you help me reduce the weight?, airport_emergencies
918,I need assistance with my wheelchair can you help me with that?, airport_emergencies
919,My luggage is missing what should I do?, airport_emergencies
920,I need to store my luggage for a few hours can you help me with that?, airport_emergencies
921,I missed my connecting flight what can I do now?, airport_emergencies
922,Can you help me find a taxi or a shuttle service?, airport_emergencies
923,My flight got diverted what should I do?, airport_emergencies
924,I need help with my baby's stroller can you help me with that?, airport_emergencies
925,I'm feeling sick can you help me with medical assistance?, airport_emergencies
926,I need to print my boarding pass where can I do that?, airport_emergencies
927,I have a question about customs can you help me with that?, airport_emergencies
928,I need to check in my luggage where can I do that?, airport_emergencies
929,Can you help me with a lost and found item?, airport_emergencies
930,My flight was delayed and I missed my train can you help me with that?, airport_emergencies
931,I have a question about my visa can you help me with that?, airport_emergencies
932,My flight got diverted and I missed my hotel reservation can you help me find a new hotel?, airport_emergencies
933,I need to reschedule my flight can you help me with that?, airport_emergencies
934,Can you help me find a restaurant or a café?, airport_emergencies
935,I need to make a complaint can you direct me to the appropriate department?, airport_emergencies
936,My passport is expired can you help me with that?, airport_emergencies
937,I need assistance with my pets can you help me with that?, airport_emergencies
938,I lost my phone can you help me with that?, airport_emergencies
939,I need to book a hotel can you help me with that?, airport_emergencies
940,Can you help me find a smoking area?, airport_emergencies
941,My luggage got stolen what should I do?, airport_emergencies
942,I need to board with my baby can you help me with that?, airport_emergencies
943,I need to board with my emotional support animal can you help me with that?, airport_emergencies
944,I need to change my seat can you help me with that?, airport_emergencies
945,My flight was delayed and I missed my passport, airport_emergencies
946,My passport is expired can you help me with that?, airport_emergencies
947,There's a fight happening please send hel, violence
948,Someone is being robbed please send hel, violence
949,There's been a stabbing we need hel, violence
950,I'm being attacked please send hel, violence
951,There's been a violent crime please send hel, violence
952,I need assistance someone is being physically aggressiv, violence
953,Please send police there's been a hit and ru, violence
954,Someone is being harassed please hel, violence
955,There's been a break-in please send hel, violence
956,I'm in danger there's been a shootin, violence
957,There's been a hostage situation we need hel, violence
958,Someone is being assaulted please send hel, violence
959,There's been a carjacking please send hel, violence
960,I need help there's been a muggin, violence
961,Please send help someone is being threatened with a weapo, violence
962,There's been a home invasion please send hel, violence
963,Someone is being followed please hel, violence
964,There's been a hate crime we need hel, violence
965,I'm in danger someone is being violen, violence
966,Please send help there's been a rio, violence
967,Someone is being attacked with a weapon please hel, violence
968,There's been a kidnapping we need hel, violence
969,I need help someone is being held against their wil, violence
970,Please send help there's been a drive-by shootin, violence
971,There's been a sexual assault we need hel, violence
972,I'm in danger there's been a home invasio, violence
973,There's been a bomb threat please send hel, violence
974,Someone is being threatened with a gun please hel, violence
975,There's been a child abduction we need hel, violence
976,I need help there's been a violent altercatio, violence
977,Please send help there's been a physical attac, violence
978,Someone is being held at gunpoint please hel, violence
979,There's been a gang fight we need hel, violence
980,I'm in danger there's been a violent inciden, violence
981,Please send help there's been a hate crim, violence
982,Someone is being attacked by a group please hel, violence
983,There's been a terrorist attack we need hel, violence
984,I need help someone is being bullie, violence
985,Please send help there's been a school shootin, violence
986,There's been a violent disturbance we need hel, violence
987,Someone is being assaulted by a family member please hel, violence
988,There's been a road rage incident we need hel, violence
989,I'm in danger someone is threatening to harm m, violence
990,Please send help there's been a stabbing at a public plac, violence
991,Someone is being beaten please hel, violence
992,There's been a hit and run we need hel, violence
993,I need help there's been a violent protes, violence
994,Please send help there's been a home invasion with weapon, violence
995,There's been a workplace violence incident we need hel, violence
996,I'm in danger there's been a shooting at a concer, violence
997,Please send help there's been a mass shootin, violence
998,Help violence There's a violent altercation happening outside my hous, violence
999,Please come quickly someone is being attacke, violence
1000,I need emergency assistance there's a fight breaking out in the stree, violence
1001,Please send help there's an aggressive individual causing troubl, violence
1002,There's a violent disturbance happening at the local park please send assistanc, violence
1003,Please hurry there's a physical altercation happening at the gas statio, violence
1004,Someone is being beaten up please send help immediatel, violence
1005,Please send the police there's a group of people causing chaos in the neighborhoo, violence
1006,There's a dangerous situation unfolding please send assistance right awa, violence
1007,Help violence I just witnessed a violent crime please send help quickl, violence
1008,Please come quickly there's a man threatening people with a weapo, violence
1009,There's a domestic violence situation happening next door please send the polic, violence
1010,Please send assistance someone is being attacked with a knif, violence
1011,There's a violent protest happening downtown please send the authoritie, violence
1012,Help violence There's a group of people fighting outside my apartment buildin, violence
1013,Please come quickly there's an assault happening in the parking lo, violence
1014,I need help there's a man with a gun in the buildin, violence
1015,Please send help there's a woman being attacked in the alleywa, violence
1016,There's a gang fight happening in the park please send assistanc, violence
1017,Help violence There's a robbery in progress please send the polic, violence
1018,Please send help there's a man causing destruction in the stor, violence
1019,There's a dangerous situation happening at the nightclub please send assistanc, violence
1020,Help violence There's a man threatening me with violenc, violence
1021,Please come quickly there's a physical altercation happening on the street corne, violence
1022,I need help there's a group of people causing a disturbance at the mal, violence
1023,Please send the police there's a group of people fighting in the parking lo, violence
1024,There's a violent gang causing trouble at the high school please send assistanc, violence
1025,Help violence There's a woman screaming for help in the par, violence
1026,Please come quickly there's a man attacking people with a weapo, violence
1027,I need emergency assistance there's a violent incident happening at the ba, violence
1028,Please send help there's a domestic violence situation happening in the apartment comple, violence
1029,There's a dangerous situation happening at the bank please send assistanc, violence
1030,Help violence There's a violent person causing chaos in the stor, violence
1031,Please come quickly there's a group of people fighting in the stree, violence
1032,There's a violent situation happening at the construction site please send assistanc, violence
1033,Please send the police there's a man with a weapon causing a disturbanc, violence
1034,There's a dangerous situation happening at the university please send hel, violence
1035,Help violence There's a group of people vandalizing my propert, violence
1036,Please come quickly there's a man with a knife in the par, violence
1037,I need help there's a woman being attacked by her partne, violence
1038,Please send assistance there's a man threatening people with a weapon in the stor, violence
1039,There's a violent situation happening at the gas station please send hel, violence
1040,Help violence There's a group of people causing chaos at the sports stadiu, violence
1041,Please come quickly there's a violent altercation happening at the train statio, violence
1042,There's a dangerous situation happening at the concert please send assistanc, violence
1043,Please send the police there's a group of people fighting in the restauran, violence
1044,There's a violent situation happening at the airport please send hel, violence
1045,Please send help immediately I fear for my safet, violence
1046,I need the police here as soon as possib, violence
1047,Please hurry there's been an attack and I need assistan, violence
1048,I need help there's been a violent attack., violence
1049,Someone is being physically hurt please send help immediately., violence
1050,I'm afraid for my safety there's an aggressive person here., violence
1051,There's a domestic dispute happening and it's getting violent., violence
1052,I'm witnessing a violent crime please send help right away., violence
1053,I'm being threatened with violence and I need help., violence
1054,Someone is being held against their will and is in danger of being harmed., violence
1055,There's an armed person here and I'm afraid they might hurt someone., violence
1056,There's a physical fight happening and I need assistance to stop it., violence
1057,I'm a victim of physical assault and I need medical and legal help., violence
1058,Someone is being sexually assaulted and needs help immediately., violence
1059,A child is being physically abused and needs protection., violence
1060,Someone is being bullied and harassed and I'm afraid it might escalate into violence., violence
1061,I'm in a domestic violence situation and I need help to escape., violence
1062,There's a group of people attacking someone and I need help to stop them., violence
1063,I'm witnessing an act of terrorism and I need help to stay safe., violence
1064,Someone is being robbed at gunpoint and needs immediate assistance., violence
1065,There's a riot happening and people are being injured please send help., violence
1066,There's a shooter here and I'm afraid for my life and others' lives., violence
1067,I'm being stalked and threatened and I need help to stay safe., violence
1068,Someone is attempting suicide and needs immediate intervention., violence
1069,There's a hostage situation and people's lives are in danger., violence
1070,I'm being harassed and threatened online and I need help to stop it., violence
1071,There's a hate crime happening and I'm afraid for my safety and others'., violence
